data,area,totale,m,f,d,N1,N2,ISTAT,reg
2024-11-04,LOM,6671,3166,3505,6671,ITC,ITC4,3,Lombardia
2024-12-08,LOM,79,30,49,79,ITC,ITC4,3,Lombardia
2024-10-07,EMR,574,253,321,574,ITH,ITH5,8,Emilia-Romagna
2024-10-30,BAS,15,7,8,15,ITF,ITF5,17,Basilicata
2024-10-04,FVG,61,25,36,61,ITH,ITH4,6,Friuli-Venezia Giulia
2024-11-06,LAZ,2035,1021,1014,2035,ITI,ITI4,12,Lazio
2025-01-15,VEN,147,53,94,147,ITH,ITH3,5,Veneto
2024-12-27,LAZ,179,79,100,179,ITI,ITI4,12,Lazio
2025-01-22,LAZ,28,12,16,28,ITI,ITI4,12,Lazio
2024-11-14,VDA,126,54,72,126,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2024-10-17,UMB,216,107,109,216,ITI,ITI2,10,Umbria
2024-11-07,VDA,177,97,80,177,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2024-10-13,VEN,2,1,1,2,ITH,ITH3,5,Veneto
2024-11-22,CAM,134,65,69,134,ITF,ITF3,15,Campania
2024-12-05,CAL,54,28,26,54,ITF,ITF6,18,Calabria
2025-10-27,LOM,6,4,2,6,ITC,ITC4,3,Lombardia
2024-12-19,PUG,349,177,172,349,ITF,ITF4,16,Puglia
2025-04-16,LOM,13,5,8,13,ITC,ITC4,3,Lombardia
2024-12-10,ABR,115,57,58,115,ITF,ITF1,13,Abruzzo
2025-01-17,LIG,10,5,5,10,ITC,ITC3,7,Liguria
2024-12-10,CAL,44,24,20,44,ITF,ITF6,18,Calabria
2024-10-19,FVG,75,31,44,75,ITH,ITH4,6,Friuli-Venezia Giulia
2024-11-15,MAR,305,161,144,305,ITI,ITI3,11,Marche
2024-10-23,LOM,9062,4392,4670,9062,ITC,ITC4,3,Lombardia
2024-12-12,TOS,570,261,309,570,ITI,ITI1,9,Toscana
2025-01-31,LAZ,28,17,11,28,ITI,ITI4,12,Lazio
2024-12-05,FVG,471,189,282,471,ITH,ITH4,6,Friuli-Venezia Giulia
2024-10-31,PUG,524,286,238,524,ITF,ITF4,16,Puglia
2024-11-01,TOS,62,28,34,62,ITI,ITI1,9,Toscana
2025-03-06,TOS,8,4,4,8,ITI,ITI1,9,Toscana
2025-03-12,LOM,45,20,25,45,ITC,ITC4,3,Lombardia
2025-02-05,PUG,7,3,4,7,ITF,ITF4,16,Puglia
2025-10-08,CAM,6,4,2,6,ITF,ITF3,15,Campania
2025-12-10,UMB,5,3,2,5,ITI,ITI2,10,Umbria
2024-11-10,TOS,23,16,7,23,ITI,ITI1,9,Toscana
2025-07-17,EMR,3,0,3,3,ITH,ITH5,8,Emilia-Romagna
2025-02-17,UMB,3,0,3,3,ITI,ITI2,10,Umbria
2025-02-06,SIC,10,7,3,10,ITG,ITG1,19,Sicilia
2025-10-07,PUG,6,4,2,6,ITF,ITF4,16,Puglia
2025-05-05,EMR,6,0,6,6,ITH,ITH5,8,Emilia-Romagna
2025-11-18,VEN,5,1,4,5,ITH,ITH3,5,Veneto
2025-02-13,FVG,3,2,1,3,ITH,ITH4,6,Friuli-Venezia Giulia
2025-04-18,PUG,6,2,4,6,ITF,ITF4,16,Puglia
2025-02-22,LOM,18,10,8,18,ITC,ITC4,3,Lombardia
2025-04-02,LIG,3,0,3,3,ITC,ITC3,7,Liguria
2024-10-12,PUG,37,16,21,37,ITF,ITF4,16,Puglia
2025-02-08,LAZ,2,1,1,2,ITI,ITI4,12,Lazio
2025-03-18,PIE,2,0,2,2,ITC,ITC1,1,Piemonte
2024-10-19,CAL,13,10,3,13,ITF,ITF6,18,Calabria
2025-10-21,FVG,3,0,3,3,ITH,ITH4,6,Friuli-Venezia Giulia
2025-01-02,ABR,6,3,3,6,ITF,ITF1,13,Abruzzo
2025-03-11,BAS,1,0,1,1,ITF,ITF5,17,Basilicata
2025-06-05,TOS,3,2,1,3,ITI,ITI1,9,Toscana
2025-01-11,CAM,5,2,3,5,ITF,ITF3,15,Campania
2025-03-11,PIE,2,2,0,2,ITC,ITC1,1,Piemonte
2024-12-08,VEN,1,0,1,1,ITH,ITH3,5,Veneto
2025-04-07,PIE,1,1,0,1,ITC,ITC1,1,Piemonte
2025-10-21,ABR,2,1,1,2,ITF,ITF1,13,Abruzzo
2025-03-12,CAM,4,3,1,4,ITF,ITF3,15,Campania
2024-11-10,PAT,8,4,4,8,ITH,ITH2,4,Provincia Autonoma Trento
2025-09-29,CAM,2,1,1,2,ITF,ITF3,15,Campania
2025-11-01,VDA,1,0,1,1,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2024-11-03,FVG,1,1,0,1,ITH,ITH4,6,Friuli-Venezia Giulia
2025-03-10,LIG,2,1,1,2,ITC,ITC3,7,Liguria
2025-06-20,LOM,5,2,3,5,ITC,ITC4,3,Lombardia
2025-03-14,LAZ,5,2,3,5,ITI,ITI4,12,Lazio
2025-10-20,SIC,3,2,1,3,ITG,ITG1,19,Sicilia
2025-03-17,CAM,1,1,0,1,ITF,ITF3,15,Campania
2025-03-28,TOS,1,0,1,1,ITI,ITI1,9,Toscana
2025-01-30,CAM,1,0,1,1,ITF,ITF3,15,Campania
2024-12-28,ABR,1,1,0,1,ITF,ITF1,13,Abruzzo
2025-06-16,PUG,3,2,1,3,ITF,ITF4,16,Puglia
2025-03-19,CAM,1,1,0,1,ITF,ITF3,15,Campania
2025-07-10,CAL,1,0,1,1,ITF,ITF6,18,Calabria
2024-11-30,VEN,352,172,180,352,ITH,ITH3,5,Veneto
2024-12-16,PAB,78,36,42,78,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2025-03-07,LOM,41,25,16,41,ITC,ITC4,3,Lombardia
2025-01-02,LIG,47,30,17,47,ITC,ITC3,7,Liguria
2025-02-13,BAS,6,1,5,6,ITF,ITF5,17,Basilicata
2024-12-15,CAM,6,3,3,6,ITF,ITF3,15,Campania
2024-11-12,ABR,13,9,4,13,ITF,ITF1,13,Abruzzo
2024-12-12,LOM,1781,740,1041,1781,ITC,ITC4,3,Lombardia
2024-11-29,ABR,130,65,65,130,ITF,ITF1,13,Abruzzo
2024-12-11,MAR,190,81,109,190,ITI,ITI3,11,Marche
2024-10-14,LOM,4870,2358,2512,4870,ITC,ITC4,3,Lombardia
2024-11-23,UMB,34,16,18,34,ITI,ITI2,10,Umbria
2024-10-12,PIE,52,25,27,52,ITC,ITC1,1,Piemonte
2024-10-02,EMR,15,7,8,15,ITH,ITH5,8,Emilia-Romagna
2025-02-18,MAR,1,0,1,1,ITI,ITI3,11,Marche
2024-12-06,PUG,512,271,241,512,ITF,ITF4,16,Puglia
2024-11-20,CAL,71,32,39,71,ITF,ITF6,18,Calabria
2024-11-04,LIG,186,91,95,186,ITC,ITC3,7,Liguria
2024-10-29,SAR,154,88,66,154,ITG,ITG2,20,Sardegna
2024-10-04,LOM,672,322,350,672,ITC,ITC4,3,Lombardia
2024-10-30,UMB,337,164,173,337,ITI,ITI2,10,Umbria
2024-11-29,EMR,2251,1036,1215,2251,ITH,ITH5,8,Emilia-Romagna
2024-11-02,LOM,2060,996,1064,2060,ITC,ITC4,3,Lombardia
2025-01-21,CAL,5,2,3,5,ITF,ITF6,18,Calabria
2024-12-17,FVG,247,114,133,247,ITH,ITH4,6,Friuli-Venezia Giulia
2024-12-12,PIE,654,306,348,654,ITC,ITC1,1,Piemonte
2024-11-30,LAZ,243,109,134,243,ITI,ITI4,12,Lazio
2025-01-03,FVG,59,29,30,59,ITH,ITH4,6,Friuli-Venezia Giulia
2024-12-13,LAZ,638,262,376,638,ITI,ITI4,12,Lazio
2024-10-07,FVG,4,1,3,4,ITH,ITH4,6,Friuli-Venezia Giulia
2024-11-06,MOL,12,4,8,12,ITF,ITF2,14,Molise
2025-01-14,LOM,215,94,121,215,ITC,ITC4,3,Lombardia
2024-10-22,FVG,265,132,133,265,ITH,ITH4,6,Friuli-Venezia Giulia
2024-10-21,EMR,2766,1317,1449,2766,ITH,ITH5,8,Emilia-Romagna
2024-10-04,EMR,117,34,83,117,ITH,ITH5,8,Emilia-Romagna
2025-11-18,FVG,6,4,2,6,ITH,ITH4,6,Friuli-Venezia Giulia
2024-10-19,EMR,1453,704,749,1453,ITH,ITH5,8,Emilia-Romagna
2025-01-15,PAB,11,4,7,11,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2024-12-05,EMR,1823,862,961,1823,ITH,ITH5,8,Emilia-Romagna
2024-12-20,PUG,292,146,146,292,ITF,ITF4,16,Puglia
2025-01-09,UMB,24,12,12,24,ITI,ITI2,10,Umbria
2025-02-20,PIE,17,4,13,17,ITC,ITC1,1,Piemonte
2024-11-24,TOS,43,12,31,43,ITI,ITI1,9,Toscana
2024-11-12,LOM,7731,3649,4082,7731,ITC,ITC4,3,Lombardia
2025-04-03,PIE,3,2,1,3,ITC,ITC1,1,Piemonte
2024-12-14,PIE,219,118,101,219,ITC,ITC1,1,Piemonte
2025-01-15,LIG,56,21,35,56,ITC,ITC3,7,Liguria
2024-10-21,ABR,95,52,43,95,ITF,ITF1,13,Abruzzo
2025-02-04,LOM,107,52,55,107,ITC,ITC4,3,Lombardia
2025-01-31,PUG,26,15,11,26,ITF,ITF4,16,Puglia
2025-10-20,TOS,23,8,15,23,ITI,ITI1,9,Toscana
2025-06-19,EMR,6,4,2,6,ITH,ITH5,8,Emilia-Romagna
2025-01-10,LOM,469,175,294,469,ITC,ITC4,3,Lombardia
2024-11-20,PAT,377,178,199,377,ITH,ITH2,4,Provincia Autonoma Trento
2025-10-28,PUG,3,2,1,3,ITF,ITF4,16,Puglia
2025-01-20,BAS,5,3,2,5,ITF,ITF5,17,Basilicata
2024-10-21,LOM,8414,4183,4231,8414,ITC,ITC4,3,Lombardia
2025-10-06,LAZ,16,10,6,16,ITI,ITI4,12,Lazio
2025-03-07,PIE,9,3,6,9,ITC,ITC1,1,Piemonte
2025-02-21,PAT,30,7,23,30,ITH,ITH2,4,Provincia Autonoma Trento
2024-11-09,LOM,5531,2710,2821,5531,ITC,ITC4,3,Lombardia
2025-03-10,VEN,2,1,1,2,ITH,ITH3,5,Veneto
2024-12-12,CAM,57,35,22,57,ITF,ITF3,15,Campania
2024-11-16,MOL,20,11,9,20,ITF,ITF2,14,Molise
2025-10-08,TOS,1,0,1,1,ITI,ITI1,9,Toscana
2025-03-11,PUG,1,1,0,1,ITF,ITF4,16,Puglia
2025-02-12,TOS,21,9,12,21,ITI,ITI1,9,Toscana
2025-03-27,LAZ,7,4,3,7,ITI,ITI4,12,Lazio
2025-03-31,PIE,9,6,3,9,ITC,ITC1,1,Piemonte
2025-10-18,PIE,10,5,5,10,ITC,ITC1,1,Piemonte
2025-02-08,PUG,5,4,1,5,ITF,ITF4,16,Puglia
2025-03-05,TOS,2,1,1,2,ITI,ITI1,9,Toscana
2025-01-10,ABR,6,2,4,6,ITF,ITF1,13,Abruzzo
2025-10-09,LAZ,2,0,2,2,ITI,ITI4,12,Lazio
2025-02-12,PAB,5,2,3,5,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2025-11-14,VDA,3,1,2,3,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2024-11-25,MOL,6,3,3,6,ITF,ITF2,14,Molise
2025-11-15,TOS,2,2,0,2,ITI,ITI1,9,Toscana
2025-02-05,PIE,5,2,3,5,ITC,ITC1,1,Piemonte
2024-11-03,VEN,1,0,1,1,ITH,ITH3,5,Veneto
2025-05-09,LOM,9,3,6,9,ITC,ITC4,3,Lombardia
2025-03-18,PUG,4,1,3,4,ITF,ITF4,16,Puglia
2025-11-29,UMB,18,6,12,18,ITI,ITI2,10,Umbria
2025-10-07,LAZ,12,6,6,12,ITI,ITI4,12,Lazio
2025-05-30,LOM,4,2,2,4,ITC,ITC4,3,Lombardia
2025-10-24,BAS,1,0,1,1,ITF,ITF5,17,Basilicata
2024-11-17,BAS,9,5,4,9,ITF,ITF5,17,Basilicata
2025-11-12,TOS,9,4,5,9,ITI,ITI1,9,Toscana
2025-09-05,LOM,11,2,9,11,ITC,ITC4,3,Lombardia
2024-12-22,LOM,16,8,8,16,ITC,ITC4,3,Lombardia
2025-01-01,PUG,6,4,2,6,ITF,ITF4,16,Puglia
2025-10-09,TOS,2,2,0,2,ITI,ITI1,9,Toscana
2025-04-04,SIC,1,1,0,1,ITG,ITG1,19,Sicilia
2025-01-13,MOL,1,1,0,1,ITF,ITF2,14,Molise
2025-10-25,FVG,1,0,1,1,ITH,ITH4,6,Friuli-Venezia Giulia
2025-10-31,LOM,1,0,1,1,ITC,ITC4,3,Lombardia
2025-02-11,BAS,1,1,0,1,ITF,ITF5,17,Basilicata
2024-09-20,UMB,1,0,1,1,ITI,ITI2,10,Umbria
2024-11-17,SIC,5,3,2,5,ITG,ITG1,19,Sicilia
2024-12-06,SAR,4,1,3,4,ITG,ITG2,20,Sardegna
2024-10-05,VDA,1,0,1,1,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2024-11-11,CAM,167,98,69,167,ITF,ITF3,15,Campania
2024-10-30,MAR,461,224,237,461,ITI,ITI3,11,Marche
2024-12-27,PIE,72,28,44,72,ITC,ITC1,1,Piemonte
2024-12-06,LAZ,929,470,459,929,ITI,ITI4,12,Lazio
2025-01-21,EMR,110,50,60,110,ITH,ITH5,8,Emilia-Romagna
2025-03-24,LOM,39,16,23,39,ITC,ITC4,3,Lombardia
2025-01-02,SIC,18,8,10,18,ITG,ITG1,19,Sicilia
2025-03-03,PUG,8,4,4,8,ITF,ITF4,16,Puglia
2025-01-01,LAZ,1,1,0,1,ITI,ITI4,12,Lazio
2025-01-27,CAM,5,2,3,5,ITF,ITF3,15,Campania
2024-12-05,LAZ,903,446,457,903,ITI,ITI4,12,Lazio
2025-05-20,EMR,23,11,12,23,ITH,ITH5,8,Emilia-Romagna
2024-10-28,PIE,1231,593,638,1231,ITC,ITC1,1,Piemonte
2025-01-17,BAS,3,3,0,3,ITF,ITF5,17,Basilicata
2024-12-08,TOS,14,7,7,14,ITI,ITI1,9,Toscana
2024-12-06,TOS,872,409,463,872,ITI,ITI1,9,Toscana
2025-10-15,LOM,44,24,20,44,ITC,ITC4,3,Lombardia
2025-01-03,TOS,35,18,17,35,ITI,ITI1,9,Toscana
2024-12-11,UMB,142,74,68,142,ITI,ITI2,10,Umbria
2024-11-11,TOS,1788,863,925,1788,ITI,ITI1,9,Toscana
2024-10-16,LAZ,688,351,337,688,ITI,ITI4,12,Lazio
2024-10-25,CAM,39,19,20,39,ITF,ITF3,15,Campania
2024-12-04,LOM,2384,1051,1333,2384,ITC,ITC4,3,Lombardia
2024-12-21,LOM,228,109,119,228,ITC,ITC4,3,Lombardia
2025-01-11,VEN,43,14,29,43,ITH,ITH3,5,Veneto
2025-03-12,VEN,5,2,3,5,ITH,ITH3,5,Veneto
2024-11-17,PAT,1,0,1,1,ITH,ITH2,4,Provincia Autonoma Trento
2024-11-07,PAT,88,30,58,88,ITH,ITH2,4,Provincia Autonoma Trento
2025-09-15,PIE,5,1,4,5,ITC,ITC1,1,Piemonte
2025-01-25,LAZ,9,3,6,9,ITI,ITI4,12,Lazio
2024-11-21,TOS,2262,990,1272,2262,ITI,ITI1,9,Toscana
2025-01-08,LOM,190,73,117,190,ITC,ITC4,3,Lombardia
2024-10-01,SAR,9,5,4,9,ITG,ITG2,20,Sardegna
2024-11-01,LOM,420,192,228,420,ITC,ITC4,3,Lombardia
2024-10-07,LAZ,135,74,61,135,ITI,ITI4,12,Lazio
2024-12-18,ABR,42,19,23,42,ITF,ITF1,13,Abruzzo
2024-10-16,SIC,30,15,15,30,ITG,ITG1,19,Sicilia
2024-11-15,VEN,2610,1225,1385,2610,ITH,ITH3,5,Veneto
2024-11-27,PUG,638,313,325,638,ITF,ITF4,16,Puglia
2024-10-24,LIG,824,421,403,824,ITC,ITC3,7,Liguria
2024-12-06,SIC,133,63,70,133,ITG,ITG1,19,Sicilia
2024-11-19,ABR,201,115,86,201,ITF,ITF1,13,Abruzzo
2024-11-29,PIE,1514,730,784,1514,ITC,ITC1,1,Piemonte
2024-11-05,PAB,68,30,38,68,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2024-10-07,SIC,11,10,1,11,ITG,ITG1,19,Sicilia
2025-11-21,TOS,13,8,5,13,ITI,ITI1,9,Toscana
2024-10-01,TOS,44,12,32,44,ITI,ITI1,9,Toscana
2025-01-20,LIG,29,12,17,29,ITC,ITC3,7,Liguria
2024-10-16,BAS,10,7,3,10,ITF,ITF5,17,Basilicata
2025-03-25,PIE,2,0,2,2,ITC,ITC1,1,Piemonte
2025-10-30,TOS,30,13,17,30,ITI,ITI1,9,Toscana
2024-10-09,FVG,24,13,11,24,ITH,ITH4,6,Friuli-Venezia Giulia
2024-10-24,LOM,9117,4419,4698,9117,ITC,ITC4,3,Lombardia
2024-11-11,LAZ,1178,561,617,1178,ITI,ITI4,12,Lazio
2024-12-16,UMB,70,33,37,70,ITI,ITI2,10,Umbria
2024-12-27,PUG,84,47,37,84,ITF,ITF4,16,Puglia
2025-03-04,PUG,1,1,0,1,ITF,ITF4,16,Puglia
2024-11-28,PAT,197,97,100,197,ITH,ITH2,4,Provincia Autonoma Trento
2024-11-03,VDA,4,1,3,4,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2024-11-08,LIG,474,228,246,474,ITC,ITC3,7,Liguria
2024-10-29,LAZ,1758,888,870,1758,ITI,ITI4,12,Lazio
2024-12-23,UMB,24,15,9,24,ITI,ITI2,10,Umbria
2025-01-28,LOM,196,72,124,196,ITC,ITC4,3,Lombardia
2025-02-20,EMR,15,8,7,15,ITH,ITH5,8,Emilia-Romagna
2024-11-16,FVG,686,334,352,686,ITH,ITH4,6,Friuli-Venezia Giulia
2024-11-17,PUG,22,12,10,22,ITF,ITF4,16,Puglia
2025-04-10,LIG,4,2,2,4,ITC,ITC3,7,Liguria
2024-12-02,BAS,30,13,17,30,ITF,ITF5,17,Basilicata
2024-10-15,PIE,394,217,177,394,ITC,ITC1,1,Piemonte
2025-10-21,VDA,6,4,2,6,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2024-09-30,PIE,10,6,4,10,ITC,ITC1,1,Piemonte
2024-11-23,BAS,60,27,33,60,ITF,ITF5,17,Basilicata
2025-03-14,PUG,3,2,1,3,ITF,ITF4,16,Puglia
2024-11-10,MAR,34,13,21,34,ITI,ITI3,11,Marche
2024-11-22,TOS,2039,966,1073,2039,ITI,ITI1,9,Toscana
2024-11-07,PUG,658,330,328,658,ITF,ITF4,16,Puglia
2024-12-02,LAZ,537,232,305,537,ITI,ITI4,12,Lazio
2024-11-07,CAL,93,60,33,93,ITF,ITF6,18,Calabria
2025-02-05,EMR,17,9,8,17,ITH,ITH5,8,Emilia-Romagna
2025-11-10,LOM,6,6,0,6,ITC,ITC4,3,Lombardia
2024-11-18,CAL,51,30,21,51,ITF,ITF6,18,Calabria
2024-12-23,PAB,12,5,7,12,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2025-08-19,LAZ,2,1,1,2,ITI,ITI4,12,Lazio
2024-11-21,LAZ,1619,743,876,1619,ITI,ITI4,12,Lazio
2024-12-04,EMR,1986,930,1056,1986,ITH,ITH5,8,Emilia-Romagna
2024-10-25,LIG,322,157,165,322,ITC,ITC3,7,Liguria
2025-02-27,LIG,19,6,13,19,ITC,ITC3,7,Liguria
2025-06-06,FVG,2,1,1,2,ITH,ITH4,6,Friuli-Venezia Giulia
2024-11-28,MAR,201,99,102,201,ITI,ITI3,11,Marche
2025-01-13,FVG,38,18,20,38,ITH,ITH4,6,Friuli-Venezia Giulia
2024-10-18,MAR,228,112,116,228,ITI,ITI3,11,Marche
2024-11-27,PAT,364,169,195,364,ITH,ITH2,4,Provincia Autonoma Trento
2025-10-14,CAM,5,4,1,5,ITF,ITF3,15,Campania
2025-11-19,FVG,5,2,3,5,ITH,ITH4,6,Friuli-Venezia Giulia
2025-11-07,UMB,7,5,2,7,ITI,ITI2,10,Umbria
2025-03-08,LAZ,2,0,2,2,ITI,ITI4,12,Lazio
2024-12-29,PIE,13,4,9,13,ITC,ITC1,1,Piemonte
2025-02-11,TOS,9,3,6,9,ITI,ITI1,9,Toscana
2025-03-13,VEN,3,1,2,3,ITH,ITH3,5,Veneto
2025-06-05,LIG,3,1,2,3,ITC,ITC3,7,Liguria
2025-06-18,LOM,6,5,1,6,ITC,ITC4,3,Lombardia
2024-12-21,VEN,20,9,11,20,ITH,ITH3,5,Veneto
2025-10-14,LIG,1,1,0,1,ITC,ITC3,7,Liguria
2025-03-07,FVG,7,3,4,7,ITH,ITH4,6,Friuli-Venezia Giulia
2025-02-03,VEN,10,4,6,10,ITH,ITH3,5,Veneto
2025-11-15,MAR,3,2,1,3,ITI,ITI3,11,Marche
2025-03-21,UMB,1,0,1,1,ITI,ITI2,10,Umbria
2025-01-06,PIE,7,2,5,7,ITC,ITC1,1,Piemonte
2025-03-14,PAT,2,2,0,2,ITH,ITH2,4,Provincia Autonoma Trento
2025-05-26,LAZ,2,1,1,2,ITI,ITI4,12,Lazio
2025-05-05,LIG,1,1,0,1,ITC,ITC3,7,Liguria
2025-09-23,LAZ,9,7,2,9,ITI,ITI4,12,Lazio
2025-03-05,MAR,3,2,1,3,ITI,ITI3,11,Marche
2025-01-25,BAS,1,0,1,1,ITF,ITF5,17,Basilicata
2025-11-26,UMB,6,2,4,6,ITI,ITI2,10,Umbria
2025-12-03,TOS,4,2,2,4,ITI,ITI1,9,Toscana
2024-09-26,SAR,3,2,1,3,ITG,ITG2,20,Sardegna
2025-05-23,CAM,1,0,1,1,ITF,ITF3,15,Campania
2025-06-30,TOS,1,0,1,1,ITI,ITI1,9,Toscana
2025-10-02,PIE,2,2,0,2,ITC,ITC1,1,Piemonte
2025-04-04,PUG,2,1,1,2,ITF,ITF4,16,Puglia
2025-03-21,PIE,3,2,1,3,ITC,ITC1,1,Piemonte
2024-12-31,BAS,4,4,0,4,ITF,ITF5,17,Basilicata
2025-02-10,LIG,1,1,0,1,ITC,ITC3,7,Liguria
2025-04-24,TOS,1,1,0,1,ITI,ITI1,9,Toscana
2025-04-16,PAB,1,0,1,1,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2025-09-25,PIE,2,2,0,2,ITC,ITC1,1,Piemonte
2025-04-06,LOM,1,0,1,1,ITC,ITC4,3,Lombardia
2025-04-07,PAT,1,0,1,1,ITH,ITH2,4,Provincia Autonoma Trento
2024-10-11,CAL,2,1,1,2,ITF,ITF6,18,Calabria
2025-02-27,FVG,2,1,1,2,ITH,ITH4,6,Friuli-Venezia Giulia
2025-05-16,PAT,2,1,1,2,ITH,ITH2,4,Provincia Autonoma Trento
2024-11-13,VEN,2841,1349,1492,2841,ITH,ITH3,5,Veneto
2024-12-23,LAZ,176,72,104,176,ITI,ITI4,12,Lazio
2025-01-02,CAL,1,1,0,1,ITF,ITF6,18,Calabria
2025-01-18,TOS,3,2,1,3,ITI,ITI1,9,Toscana
2025-02-05,LOM,75,29,46,75,ITC,ITC4,3,Lombardia
2024-12-19,TOS,379,171,208,379,ITI,ITI1,9,Toscana
2024-11-16,PUG,347,191,156,347,ITF,ITF4,16,Puglia
2024-11-11,MAR,397,182,215,397,ITI,ITI3,11,Marche
2025-11-07,TOS,16,9,7,16,ITI,ITI1,9,Toscana
2025-01-02,VEN,43,16,27,43,ITH,ITH3,5,Veneto
2025-03-15,LOM,16,2,14,16,ITC,ITC4,3,Lombardia
2025-01-28,LIG,10,5,5,10,ITC,ITC3,7,Liguria
2025-01-29,EMR,48,20,28,48,ITH,ITH5,8,Emilia-Romagna
2024-09-27,VEN,21,13,8,21,ITH,ITH3,5,Veneto
2024-11-25,PUG,460,233,227,460,ITF,ITF4,16,Puglia
2025-10-18,LOM,25,13,12,25,ITC,ITC4,3,Lombardia
2024-10-30,VEN,2559,1189,1370,2559,ITH,ITH3,5,Veneto
2024-12-24,LOM,210,93,117,210,ITC,ITC4,3,Lombardia
2025-01-08,PIE,127,66,61,127,ITC,ITC1,1,Piemonte
2025-10-02,LAZ,24,14,10,24,ITI,ITI4,12,Lazio
2024-09-26,LAZ,9,6,3,9,ITI,ITI4,12,Lazio
2025-05-13,PIE,5,3,2,5,ITC,ITC1,1,Piemonte
2024-11-03,LOM,224,114,110,224,ITC,ITC4,3,Lombardia
2024-11-21,MAR,642,311,331,642,ITI,ITI3,11,Marche
2024-10-14,EMR,1973,943,1030,1973,ITH,ITH5,8,Emilia-Romagna
2024-10-19,LAZ,650,328,322,650,ITI,ITI4,12,Lazio
2025-02-14,PUG,8,4,4,8,ITF,ITF4,16,Puglia
2024-11-23,EMR,1031,464,567,1031,ITH,ITH5,8,Emilia-Romagna
2024-10-28,VDA,93,33,60,93,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2024-11-25,SAR,156,74,82,156,ITG,ITG2,20,Sardegna
2024-11-19,LIG,756,366,390,756,ITC,ITC3,7,Liguria
2025-01-22,PIE,70,42,28,70,ITC,ITC1,1,Piemonte
2024-10-16,FVG,137,60,77,137,ITH,ITH4,6,Friuli-Venezia Giulia
2025-01-22,UMB,18,9,9,18,ITI,ITI2,10,Umbria
2024-11-13,UMB,431,219,212,431,ITI,ITI2,10,Umbria
2025-11-08,VEN,2,1,1,2,ITH,ITH3,5,Veneto
2024-12-18,LIG,384,170,214,384,ITC,ITC3,7,Liguria
2024-12-04,PIE,685,320,365,685,ITC,ITC1,1,Piemonte
2025-03-20,LAZ,7,4,3,7,ITI,ITI4,12,Lazio
2024-12-18,PAB,11,7,4,11,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2024-10-01,LAZ,27,16,11,27,ITI,ITI4,12,Lazio
2024-11-02,ABR,17,9,8,17,ITF,ITF1,13,Abruzzo
2024-10-23,CAM,74,45,29,74,ITF,ITF3,15,Campania
2024-12-21,CAM,23,13,10,23,ITF,ITF3,15,Campania
2025-01-14,EMR,178,93,85,178,ITH,ITH5,8,Emilia-Romagna
2025-01-17,VEN,119,38,81,119,ITH,ITH3,5,Veneto
2024-10-18,SAR,88,43,45,88,ITG,ITG2,20,Sardegna
2025-09-25,SIC,5,2,3,5,ITG,ITG1,19,Sicilia
2025-01-13,PUG,36,18,18,36,ITF,ITF4,16,Puglia
2024-11-20,EMR,4271,2065,2206,4271,ITH,ITH5,8,Emilia-Romagna
2024-12-16,TOS,290,129,161,290,ITI,ITI1,9,Toscana
2024-11-22,LAZ,1342,634,708,1342,ITI,ITI4,12,Lazio
2024-10-15,LAZ,500,248,252,500,ITI,ITI4,12,Lazio
2025-02-05,CAM,2,1,1,2,ITF,ITF3,15,Campania
2024-11-19,FVG,834,381,453,834,ITH,ITH4,6,Friuli-Venezia Giulia
2025-04-11,PAB,5,4,1,5,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2024-10-03,TOS,60,12,48,60,ITI,ITI1,9,Toscana
2024-10-23,PIE,1641,770,871,1641,ITC,ITC1,1,Piemonte
2025-02-15,LIG,6,2,4,6,ITC,ITC3,7,Liguria
2024-10-24,PIE,1557,799,758,1557,ITC,ITC1,1,Piemonte
2025-01-08,CAM,35,18,17,35,ITF,ITF3,15,Campania
2025-01-18,LAZ,40,19,21,40,ITI,ITI4,12,Lazio
2024-10-17,PUG,314,171,143,314,ITF,ITF4,16,Puglia
2024-10-16,PUG,280,154,126,280,ITF,ITF4,16,Puglia
2024-09-27,LOM,100,52,48,100,ITC,ITC4,3,Lombardia
2025-01-02,LOM,171,79,92,171,ITC,ITC4,3,Lombardia
2025-10-16,EMR,48,22,26,48,ITH,ITH5,8,Emilia-Romagna
