data,area,totale,m,f,d,N1,N2,ISTAT,reg
2026-01-26,PAT,12,4,8,12,ITH,ITH2,4,Provincia Autonoma Trento
2025-11-08,FVG,200,90,110,200,ITH,ITH4,6,Friuli-Venezia Giulia
2026-01-04,VEN,8,3,5,8,ITH,ITH3,5,Veneto
2025-11-21,VDA,108,54,54,108,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2026-01-14,TOS,42,21,21,42,ITI,ITI1,9,Toscana
2025-11-05,TOS,1954,909,1045,1954,ITI,ITI1,9,Toscana
2026-03-02,LOM,5,1,4,5,ITC,ITC4,3,Lombardia
2025-10-13,SIC,10,8,2,10,ITG,ITG1,19,Sicilia
2025-12-06,PIE,89,42,47,89,ITC,ITC1,1,Piemonte
2025-11-11,LOM,505,188,317,505,ITC,ITC4,3,Lombardia
2026-01-19,LOM,119,63,56,119,ITC,ITC4,3,Lombardia
2025-12-06,UMB,13,8,5,13,ITI,ITI2,10,Umbria
2025-12-04,CAM,55,30,25,55,ITF,ITF3,15,Campania
2025-10-29,VEN,1995,947,1048,1995,ITH,ITH3,5,Veneto
2025-11-27,LOM,2684,1193,1491,2684,ITC,ITC4,3,Lombardia
2025-11-21,LAZ,1238,615,623,1238,ITI,ITI4,12,Lazio
2026-01-13,VEN,91,31,60,91,ITH,ITH3,5,Veneto
2025-12-05,PUG,318,168,150,318,ITF,ITF4,16,Puglia
2025-10-28,LIG,797,408,389,797,ITC,ITC3,7,Liguria
2026-01-06,EMR,11,4,7,11,ITH,ITH5,8,Emilia-Romagna
2025-12-06,VEN,346,159,187,346,ITH,ITH3,5,Veneto
2026-02-10,FVG,8,4,4,8,ITH,ITH4,6,Friuli-Venezia Giulia
2026-01-23,EMR,87,41,46,87,ITH,ITH5,8,Emilia-Romagna
2026-01-04,LOM,15,8,7,15,ITC,ITC4,3,Lombardia
2026-01-02,EMR,99,50,49,99,ITH,ITH5,8,Emilia-Romagna
2025-10-15,PUG,245,140,105,245,ITF,ITF4,16,Puglia
2025-12-05,PAT,91,43,48,91,ITH,ITH2,4,Provincia Autonoma Trento
2025-10-15,PAT,99,53,46,99,ITH,ITH2,4,Provincia Autonoma Trento
2025-11-12,SAR,508,254,254,508,ITG,ITG2,20,Sardegna
2026-01-16,LIG,8,3,5,8,ITC,ITC3,7,Liguria
2026-01-20,TOS,9,4,5,9,ITI,ITI1,9,Toscana
2025-10-17,BAS,9,2,7,9,ITF,ITF5,17,Basilicata
2026-02-10,SAR,3,1,2,3,ITG,ITG2,20,Sardegna
2026-01-10,MAR,6,3,3,6,ITI,ITI3,11,Marche
2026-01-02,PAB,7,2,5,7,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2026-02-04,PAT,6,2,4,6,ITH,ITH2,4,Provincia Autonoma Trento
2025-12-24,SAR,6,3,3,6,ITG,ITG2,20,Sardegna
2025-10-12,PUG,10,4,6,10,ITF,ITF4,16,Puglia
2025-11-02,PAB,1,1,0,1,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2026-02-16,PUG,2,2,0,2,ITF,ITF4,16,Puglia
2026-03-26,PIE,3,2,1,3,ITC,ITC1,1,Piemonte
2025-10-18,CAL,10,5,5,10,ITF,ITF6,18,Calabria
2025-09-23,LOM,1,0,1,1,ITC,ITC4,3,Lombardia
2025-11-02,CAM,1,1,0,1,ITF,ITF3,15,Campania
2026-01-07,PAB,1,1,0,1,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2026-01-16,UMB,2,1,1,2,ITI,ITI2,10,Umbria
2026-01-10,CAM,1,1,0,1,ITF,ITF3,15,Campania
2026-03-23,FVG,1,1,0,1,ITH,ITH4,6,Friuli-Venezia Giulia
2026-01-14,MAR,1,0,1,1,ITI,ITI3,11,Marche
2026-01-28,CAM,2,1,1,2,ITF,ITF3,15,Campania
2026-04-03,PUG,1,1,0,1,ITF,ITF4,16,Puglia
2025-12-16,SIC,52,24,28,52,ITG,ITG1,19,Sicilia
2025-12-07,MAR,2,2,0,2,ITI,ITI3,11,Marche
2025-11-08,SIC,30,14,16,30,ITG,ITG1,19,Sicilia
2025-11-21,PAT,190,99,91,190,ITH,ITH2,4,Provincia Autonoma Trento
2025-12-22,SAR,55,27,28,55,ITG,ITG2,20,Sardegna
2025-11-16,LOM,263,118,145,263,ITC,ITC4,3,Lombardia
2025-11-20,SIC,201,104,97,201,ITG,ITG1,19,Sicilia
2025-12-02,UMB,97,49,48,97,ITI,ITI2,10,Umbria
2025-12-10,FVG,171,73,98,171,ITH,ITH4,6,Friuli-Venezia Giulia
2026-01-20,VEN,4,1,3,4,ITH,ITH3,5,Veneto
2026-01-28,PAT,43,19,24,43,ITH,ITH2,4,Provincia Autonoma Trento
2025-11-09,EMR,536,265,271,536,ITH,ITH5,8,Emilia-Romagna
2025-11-21,PUG,384,185,199,384,ITF,ITF4,16,Puglia
2025-11-17,LIG,127,63,64,127,ITC,ITC3,7,Liguria
2025-10-25,TOS,520,236,284,520,ITI,ITI1,9,Toscana
2025-11-12,SIC,199,103,96,199,ITG,ITG1,19,Sicilia
2025-12-29,VEN,92,25,67,92,ITH,ITH3,5,Veneto
2025-11-30,EMR,327,161,166,327,ITH,ITH5,8,Emilia-Romagna
2026-01-20,SAR,7,5,2,7,ITG,ITG2,20,Sardegna
2025-12-22,VEN,205,85,120,205,ITH,ITH3,5,Veneto
2025-10-24,FVG,800,388,412,800,ITH,ITH4,6,Friuli-Venezia Giulia
2026-01-09,PUG,41,25,16,41,ITF,ITF4,16,Puglia
2025-12-15,PAT,65,34,31,65,ITH,ITH2,4,Provincia Autonoma Trento
2026-01-18,SIC,5,2,3,5,ITG,ITG1,19,Sicilia
2026-01-28,PUG,22,10,12,22,ITF,ITF4,16,Puglia
2025-11-09,LOM,457,219,238,457,ITC,ITC4,3,Lombardia
2025-10-20,MAR,319,160,159,319,ITI,ITI3,11,Marche
2026-01-09,PAT,33,13,20,33,ITH,ITH2,4,Provincia Autonoma Trento
2025-10-09,MAR,47,21,26,47,ITI,ITI3,11,Marche
2025-11-25,PAB,221,114,107,221,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2026-01-21,LAZ,34,18,16,34,ITI,ITI4,12,Lazio
2026-01-12,TOS,42,19,23,42,ITI,ITI1,9,Toscana
2025-10-26,PIE,72,29,43,72,ITC,ITC1,1,Piemonte
2025-10-11,PIE,6,2,4,6,ITC,ITC1,1,Piemonte
2025-12-01,PUG,276,132,144,276,ITF,ITF4,16,Puglia
2025-11-10,FVG,560,238,322,560,ITH,ITH4,6,Friuli-Venezia Giulia
2025-12-15,PUG,230,99,131,230,ITF,ITF4,16,Puglia
2025-12-17,EMR,538,243,295,538,ITH,ITH5,8,Emilia-Romagna
2025-12-22,FVG,66,29,37,66,ITH,ITH4,6,Friuli-Venezia Giulia
2025-11-18,TOS,1048,490,558,1048,ITI,ITI1,9,Toscana
2026-01-05,LOM,73,45,28,73,ITC,ITC4,3,Lombardia
2025-11-04,PIE,1812,842,970,1812,ITC,ITC1,1,Piemonte
2025-10-24,PAT,245,121,124,245,ITH,ITH2,4,Provincia Autonoma Trento
2025-11-16,EMR,318,144,174,318,ITH,ITH5,8,Emilia-Romagna
2025-12-12,LAZ,378,172,206,378,ITI,ITI4,12,Lazio
2025-11-18,PAB,222,109,113,222,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2025-11-14,CAL,45,25,20,45,ITF,ITF6,18,Calabria
2025-12-01,PAT,71,18,53,71,ITH,ITH2,4,Provincia Autonoma Trento
2025-11-12,LAZ,1529,778,751,1529,ITI,ITI4,12,Lazio
2025-10-31,TOS,1379,629,750,1379,ITI,ITI1,9,Toscana
2025-11-08,LAZ,468,228,240,468,ITI,ITI4,12,Lazio
2025-12-10,VEN,475,211,264,475,ITH,ITH3,5,Veneto
2025-11-23,VEN,11,5,6,11,ITH,ITH3,5,Veneto
2025-10-14,UMB,25,11,14,25,ITI,ITI2,10,Umbria
2026-02-11,LOM,153,33,120,153,ITC,ITC4,3,Lombardia
2026-01-17,PUG,6,3,3,6,ITF,ITF4,16,Puglia
2025-12-12,TOS,307,136,171,307,ITI,ITI1,9,Toscana
2025-12-09,LIG,158,81,77,158,ITC,ITC3,7,Liguria
2025-11-05,FVG,942,392,550,942,ITH,ITH4,6,Friuli-Venezia Giulia
2025-12-18,MAR,33,11,22,33,ITI,ITI3,11,Marche
2026-01-28,FVG,4,3,1,4,ITH,ITH4,6,Friuli-Venezia Giulia
2025-11-21,FVG,787,385,402,787,ITH,ITH4,6,Friuli-Venezia Giulia
2026-02-19,TOS,1,1,0,1,ITI,ITI1,9,Toscana
2025-12-03,UMB,191,95,96,191,ITI,ITI2,10,Umbria
2025-10-16,PAB,713,410,303,713,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2025-10-29,ABR,135,76,59,135,ITF,ITF1,13,Abruzzo
2026-01-29,LOM,110,48,62,110,ITC,ITC4,3,Lombardia
2025-12-10,PUG,270,142,128,270,ITF,ITF4,16,Puglia
2025-12-10,PAT,107,36,71,107,ITH,ITH2,4,Provincia Autonoma Trento
2025-11-19,SIC,145,71,74,145,ITG,ITG1,19,Sicilia
2025-10-23,FVG,726,308,418,726,ITH,ITH4,6,Friuli-Venezia Giulia
2026-03-03,PIE,17,7,10,17,ITC,ITC1,1,Piemonte
2025-10-24,PUG,382,202,180,382,ITF,ITF4,16,Puglia
2025-11-01,MAR,9,4,5,9,ITI,ITI3,11,Marche
2025-12-13,TOS,17,7,10,17,ITI,ITI1,9,Toscana
2026-01-08,FVG,26,13,13,26,ITH,ITH4,6,Friuli-Venezia Giulia
2025-10-27,VDA,164,72,92,164,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2025-12-10,SAR,243,114,129,243,ITG,ITG2,20,Sardegna
2025-12-02,PAB,485,278,207,485,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2025-12-02,LIG,204,113,91,204,ITC,ITC3,7,Liguria
2025-12-29,SAR,36,16,20,36,ITG,ITG2,20,Sardegna
2025-12-01,FVG,149,77,72,149,ITH,ITH4,6,Friuli-Venezia Giulia
2026-01-21,TOS,12,5,7,12,ITI,ITI1,9,Toscana
2025-10-30,VEN,2209,1017,1192,2209,ITH,ITH3,5,Veneto
2025-11-03,PIE,1312,596,716,1312,ITC,ITC1,1,Piemonte
2025-10-08,LAZ,32,16,16,32,ITI,ITI4,12,Lazio
2025-11-03,UMB,208,99,109,208,ITI,ITI2,10,Umbria
2025-12-20,LAZ,54,25,29,54,ITI,ITI4,12,Lazio
2026-01-22,EMR,105,49,56,105,ITH,ITH5,8,Emilia-Romagna
2025-10-26,CAM,6,3,3,6,ITF,ITF3,15,Campania
2026-01-05,EMR,60,31,29,60,ITH,ITH5,8,Emilia-Romagna
2026-02-24,SAR,4,2,2,4,ITG,ITG2,20,Sardegna
2025-10-07,LAZ,9,6,3,9,ITI,ITI4,12,Lazio
2025-12-31,SAR,6,1,5,6,ITG,ITG2,20,Sardegna
2026-04-03,LOM,5,3,2,5,ITC,ITC4,3,Lombardia
2025-10-18,CAM,12,7,5,12,ITF,ITF3,15,Campania
2025-11-01,SIC,1,1,0,1,ITG,ITG1,19,Sicilia
2026-02-03,CAM,7,4,3,7,ITF,ITF3,15,Campania
2025-11-29,SAR,28,14,14,28,ITG,ITG2,20,Sardegna
2026-02-01,ABR,1,0,1,1,ITF,ITF1,13,Abruzzo
2026-03-27,TOS,2,2,0,2,ITI,ITI1,9,Toscana
2026-01-19,FVG,4,1,3,4,ITH,ITH4,6,Friuli-Venezia Giulia
2026-01-05,SIC,9,5,4,9,ITG,ITG1,19,Sicilia
2026-03-27,VEN,5,3,2,5,ITH,ITH3,5,Veneto
2026-03-26,VEN,2,0,2,2,ITH,ITH3,5,Veneto
2025-12-07,LAZ,9,5,4,9,ITI,ITI4,12,Lazio
2026-01-03,LIG,3,1,2,3,ITC,ITC3,7,Liguria
2026-01-12,UMB,2,0,2,2,ITI,ITI2,10,Umbria
2026-02-19,EMR,6,5,1,6,ITH,ITH5,8,Emilia-Romagna
2026-04-10,FVG,1,1,0,1,ITH,ITH4,6,Friuli-Venezia Giulia
2026-02-16,LIG,5,1,4,5,ITC,ITC3,7,Liguria
2026-01-17,MAR,2,1,1,2,ITI,ITI3,11,Marche
2026-02-09,FVG,6,4,2,6,ITH,ITH4,6,Friuli-Venezia Giulia
2026-02-24,VEN,1,0,1,1,ITH,ITH3,5,Veneto
2026-01-29,ABR,1,0,1,1,ITF,ITF1,13,Abruzzo
2025-11-16,VDA,1,1,0,1,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2026-01-08,EMR,102,55,47,102,ITH,ITH5,8,Emilia-Romagna
2025-10-14,VEN,372,194,178,372,ITH,ITH3,5,Veneto
2025-12-03,CAL,20,9,11,20,ITF,ITF6,18,Calabria
2025-11-29,SIC,49,27,22,49,ITG,ITG1,19,Sicilia
2025-11-08,PAT,50,30,20,50,ITH,ITH2,4,Provincia Autonoma Trento
2025-11-23,PIE,32,12,20,32,ITC,ITC1,1,Piemonte
2025-10-16,LAZ,316,153,163,316,ITI,ITI4,12,Lazio
2025-10-24,UMB,196,91,105,196,ITI,ITI2,10,Umbria
2025-12-01,UMB,62,26,36,62,ITI,ITI2,10,Umbria
2025-12-12,SIC,40,25,15,40,ITG,ITG1,19,Sicilia
2025-10-28,VDA,161,77,84,161,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2025-11-04,LIG,284,134,150,284,ITC,ITC3,7,Liguria
2025-10-28,LAZ,803,379,424,803,ITI,ITI4,12,Lazio
2025-12-04,ABR,94,54,40,94,ITF,ITF1,13,Abruzzo
2025-12-17,VEN,334,129,205,334,ITH,ITH3,5,Veneto
2025-11-08,PUG,92,49,43,92,ITF,ITF4,16,Puglia
2025-12-04,LOM,1770,730,1040,1770,ITC,ITC4,3,Lombardia
2025-12-17,SAR,149,78,71,149,ITG,ITG2,20,Sardegna
2025-11-03,LIG,350,161,189,350,ITC,ITC3,7,Liguria
2025-11-07,LOM,7222,3269,3953,7222,ITC,ITC4,3,Lombardia
2025-12-11,ABR,54,29,25,54,ITF,ITF1,13,Abruzzo
2026-01-07,SIC,12,7,5,12,ITG,ITG1,19,Sicilia
2025-12-06,EMR,205,92,113,205,ITH,ITH5,8,Emilia-Romagna
2026-01-26,EMR,27,13,14,27,ITH,ITH5,8,Emilia-Romagna
2025-11-19,SAR,585,300,285,585,ITG,ITG2,20,Sardegna
2026-03-18,PAB,9,4,5,9,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2025-12-03,CAM,36,14,22,36,ITF,ITF3,15,Campania
2026-02-11,CAM,4,1,3,4,ITF,ITF3,15,Campania
2025-10-29,LIG,715,371,344,715,ITC,ITC3,7,Liguria
2025-12-27,PUG,15,7,8,15,ITF,ITF4,16,Puglia
2025-10-15,LOM,8215,3977,4238,8215,ITC,ITC4,3,Lombardia
2026-01-07,LAZ,78,36,42,78,ITI,ITI4,12,Lazio
2025-10-20,PUG,308,172,136,308,ITF,ITF4,16,Puglia
2026-01-17,VEN,48,15,33,48,ITH,ITH3,5,Veneto
2025-11-07,VEN,2331,1158,1173,2331,ITH,ITH3,5,Veneto
2025-11-19,EMR,4139,1955,2184,4139,ITH,ITH5,8,Emilia-Romagna
2025-10-14,LOM,6699,3333,3366,6699,ITC,ITC4,3,Lombardia
2025-10-22,MAR,548,260,288,548,ITI,ITI3,11,Marche
2026-01-14,VDA,1,0,1,1,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2025-10-20,PAT,253,133,120,253,ITH,ITH2,4,Provincia Autonoma Trento
2025-11-09,PIE,40,18,22,40,ITC,ITC1,1,Piemonte
2025-11-07,SAR,329,175,154,329,ITG,ITG2,20,Sardegna
2025-10-20,ABR,60,29,31,60,ITF,ITF1,13,Abruzzo
2025-10-03,LOM,60,22,38,60,ITC,ITC4,3,Lombardia
2025-11-19,VEN,1623,772,851,1623,ITH,ITH3,5,Veneto
2026-02-12,VEN,4,2,2,4,ITH,ITH3,5,Veneto
2025-10-22,VDA,183,95,88,183,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2025-10-22,LAZ,514,270,244,514,ITI,ITI4,12,Lazio
2025-10-14,PIE,490,243,247,490,ITC,ITC1,1,Piemonte
2025-11-07,EMR,5563,2652,2911,5563,ITH,ITH5,8,Emilia-Romagna
2026-01-15,PIE,27,12,15,27,ITC,ITC1,1,Piemonte
2025-10-30,PIE,2255,1024,1231,2255,ITC,ITC1,1,Piemonte
2025-11-22,PUG,72,39,33,72,ITF,ITF4,16,Puglia
2025-12-06,LOM,445,198,247,445,ITC,ITC4,3,Lombardia
2025-12-21,LAZ,11,6,5,11,ITI,ITI4,12,Lazio
2026-03-10,VEN,1,1,0,1,ITH,ITH3,5,Veneto
2026-01-16,PUG,22,12,10,22,ITF,ITF4,16,Puglia
2026-01-30,PUG,19,7,12,19,ITF,ITF4,16,Puglia
2025-10-24,PAB,379,183,196,379,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2025-12-02,VEN,882,375,507,882,ITH,ITH3,5,Veneto
2025-11-17,LAZ,886,450,436,886,ITI,ITI4,12,Lazio
2025-12-17,PIE,308,140,168,308,ITC,ITC1,1,Piemonte
2025-12-02,SAR,225,135,90,225,ITG,ITG2,20,Sardegna
2025-11-06,ABR,135,74,61,135,ITF,ITF1,13,Abruzzo
2026-01-20,PIE,37,13,24,37,ITC,ITC1,1,Piemonte
2026-01-22,LOM,129,43,86,129,ITC,ITC4,3,Lombardia
2026-01-28,UMB,12,7,5,12,ITI,ITI2,10,Umbria
2025-12-11,PIE,568,261,307,568,ITC,ITC1,1,Piemonte
2025-10-21,LAZ,477,260,217,477,ITI,ITI4,12,Lazio
2025-10-30,CAM,146,88,58,146,ITF,ITF3,15,Campania
2025-12-11,UMB,105,52,53,105,ITI,ITI2,10,Umbria
2025-10-21,SIC,50,33,17,50,ITG,ITG1,19,Sicilia
2026-01-09,PAB,7,5,2,7,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2026-04-14,SAR,2,1,1,2,ITG,ITG2,20,Sardegna
2025-10-13,TOS,555,250,305,555,ITI,ITI1,9,Toscana
2026-01-12,SIC,51,29,22,51,ITG,ITG1,19,Sicilia
2025-10-27,MAR,470,224,246,470,ITI,ITI3,11,Marche
2026-02-04,VEN,28,7,21,28,ITH,ITH3,5,Veneto
2025-11-22,ABR,44,24,20,44,ITF,ITF1,13,Abruzzo
2026-01-22,PIE,33,13,20,33,ITC,ITC1,1,Piemonte
2025-11-07,ABR,88,43,45,88,ITF,ITF1,13,Abruzzo
2025-11-09,PUG,12,8,4,12,ITF,ITF4,16,Puglia
2025-12-15,UMB,35,16,19,35,ITI,ITI2,10,Umbria
2025-10-03,SAR,2,1,1,2,ITG,ITG2,20,Sardegna
2025-11-04,PAB,626,292,334,626,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2025-12-09,TOS,360,162,198,360,ITI,ITI1,9,Toscana
2025-12-09,PUG,194,97,97,194,ITF,ITF4,16,Puglia
2026-02-04,EMR,10,6,4,10,ITH,ITH5,8,Emilia-Romagna
2025-10-14,CAL,13,7,6,13,ITF,ITF6,18,Calabria
2026-01-07,MAR,10,7,3,10,ITI,ITI3,11,Marche
2025-11-26,TOS,1045,466,579,1045,ITI,ITI1,9,Toscana
2025-10-24,LIG,515,276,239,515,ITC,ITC3,7,Liguria
2026-01-26,LOM,70,30,40,70,ITC,ITC4,3,Lombardia
2026-01-23,SIC,14,8,6,14,ITG,ITG1,19,Sicilia
2026-02-24,PIE,8,5,3,8,ITC,ITC1,1,Piemonte
2026-02-12,EMR,13,6,7,13,ITH,ITH5,8,Emilia-Romagna
2026-01-09,LIG,8,1,7,8,ITC,ITC3,7,Liguria
2025-12-19,VDA,9,3,6,9,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2026-01-24,TOS,2,2,0,2,ITI,ITI1,9,Toscana
2026-02-04,SAR,5,4,1,5,ITG,ITG2,20,Sardegna
2026-01-24,LAZ,36,11,25,36,ITI,ITI4,12,Lazio
2026-01-01,LOM,13,7,6,13,ITC,ITC4,3,Lombardia
2026-02-04,UMB,2,1,1,2,ITI,ITI2,10,Umbria
2026-02-02,CAM,9,5,4,9,ITF,ITF3,15,Campania
2025-10-03,VEN,25,15,10,25,ITH,ITH3,5,Veneto
2026-02-17,EMR,4,4,0,4,ITH,ITH5,8,Emilia-Romagna
2026-02-15,EMR,3,2,1,3,ITH,ITH5,8,Emilia-Romagna
2026-03-19,LOM,4,2,2,4,ITC,ITC4,3,Lombardia
2026-03-25,VEN,5,1,4,5,ITH,ITH3,5,Veneto
2026-03-30,PUG,1,1,0,1,ITF,ITF4,16,Puglia
2026-02-05,UMB,1,1,0,1,ITI,ITI2,10,Umbria
2025-12-25,UMB,1,0,1,1,ITI,ITI2,10,Umbria
2026-03-16,UMB,1,0,1,1,ITI,ITI2,10,Umbria
2026-02-12,PUG,5,1,4,5,ITF,ITF4,16,Puglia
2026-03-04,FVG,2,0,2,2,ITH,ITH4,6,Friuli-Venezia Giulia
2026-03-05,EMR,2,2,0,2,ITH,ITH5,8,Emilia-Romagna
2026-02-18,PUG,3,1,2,3,ITF,ITF4,16,Puglia
2026-01-14,FVG,7,4,3,7,ITH,ITH4,6,Friuli-Venezia Giulia
2026-01-13,UMB,3,1,2,3,ITI,ITI2,10,Umbria
2026-02-09,TOS,1,0,1,1,ITI,ITI1,9,Toscana
2026-02-15,LOM,7,2,5,7,ITC,ITC4,3,Lombardia
2026-03-30,PAT,1,1,0,1,ITH,ITH2,4,Provincia Autonoma Trento
2026-02-26,PIE,6,1,5,6,ITC,ITC1,1,Piemonte
2025-11-09,PAT,1,1,0,1,ITH,ITH2,4,Provincia Autonoma Trento
2026-01-25,LOM,2,2,0,2,ITC,ITC4,3,Lombardia
2026-01-08,UMB,3,3,0,3,ITI,ITI2,10,Umbria
2025-10-12,EMR,1,1,0,1,ITH,ITH5,8,Emilia-Romagna
2025-10-19,PAB,1,0,1,1,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2025-12-08,TOS,6,5,1,6,ITI,ITI1,9,Toscana
2026-02-12,SAR,5,3,2,5,ITG,ITG2,20,Sardegna
2026-04-15,TOS,3,2,1,3,ITI,ITI1,9,Toscana
2026-02-11,FVG,2,0,2,2,ITH,ITH4,6,Friuli-Venezia Giulia
2026-03-12,PUG,1,1,0,1,ITF,ITF4,16,Puglia
2026-03-10,SAR,1,1,0,1,ITG,ITG2,20,Sardegna
2025-10-19,UMB,1,1,0,1,ITI,ITI2,10,Umbria
2025-12-05,EMR,1314,653,661,1314,ITH,ITH5,8,Emilia-Romagna
2026-02-02,SAR,24,10,14,24,ITG,ITG2,20,Sardegna
2026-02-05,LOM,65,18,47,65,ITC,ITC4,3,Lombardia
2025-12-31,PIE,9,4,5,9,ITC,ITC1,1,Piemonte
2025-12-23,LAZ,174,86,88,174,ITI,ITI4,12,Lazio
2025-11-12,LOM,5981,2776,3205,5981,ITC,ITC4,3,Lombardia
2025-12-23,FVG,131,59,72,131,ITH,ITH4,6,Friuli-Venezia Giulia
2025-11-19,CAM,144,84,60,144,ITF,ITF3,15,Campania
2025-11-14,UMB,232,111,121,232,ITI,ITI2,10,Umbria
2026-01-13,LAZ,48,24,24,48,ITI,ITI4,12,Lazio
2026-01-26,FVG,2,1,1,2,ITH,ITH4,6,Friuli-Venezia Giulia
2025-11-20,LOM,4170,1897,2273,4170,ITC,ITC4,3,Lombardia
2025-12-02,LAZ,714,370,344,714,ITI,ITI4,12,Lazio
2025-12-14,EMR,18,10,8,18,ITH,ITH5,8,Emilia-Romagna
2025-10-17,ABR,13,8,5,13,ITF,ITF1,13,Abruzzo
2026-02-17,FVG,3,0,3,3,ITH,ITH4,6,Friuli-Venezia Giulia
2025-11-07,CAL,40,26,14,40,ITF,ITF6,18,Calabria
2026-01-04,LAZ,1,1,0,1,ITI,ITI4,12,Lazio
2025-11-21,LOM,3601,1650,1951,3601,ITC,ITC4,3,Lombardia
2026-01-19,LIG,5,2,3,5,ITC,ITC3,7,Liguria
2025-12-02,PUG,491,249,242,491,ITF,ITF4,16,Puglia
2025-12-15,ABR,15,8,7,15,ITF,ITF1,13,Abruzzo
2025-12-19,EMR,615,277,338,615,ITH,ITH5,8,Emilia-Romagna
2025-12-02,PAT,249,103,146,249,ITH,ITH2,4,Provincia Autonoma Trento
2025-12-09,SIC,115,55,60,115,ITG,ITG1,19,Sicilia
2026-01-20,LIG,7,2,5,7,ITC,ITC3,7,Liguria
2025-11-07,VDA,125,62,63,125,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2026-01-13,PUG,37,22,15,37,ITF,ITF4,16,Puglia
2025-12-31,TOS,24,11,13,24,ITI,ITI1,9,Toscana
2025-12-22,LOM,462,235,227,462,ITC,ITC4,3,Lombardia
2025-10-21,EMR,4924,2369,2555,4924,ITH,ITH5,8,Emilia-Romagna
2025-10-14,FVG,204,102,102,204,ITH,ITH4,6,Friuli-Venezia Giulia
2025-11-04,CAL,50,27,23,50,ITF,ITF6,18,Calabria
2026-01-02,PIE,13,5,8,13,ITC,ITC1,1,Piemonte
2025-11-28,LAZ,764,392,372,764,ITI,ITI4,12,Lazio
2025-10-23,VDA,158,78,80,158,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2025-10-26,UMB,269,124,145,269,ITI,ITI2,10,Umbria
2025-10-21,TOS,1472,658,814,1472,ITI,ITI1,9,Toscana
2025-11-27,LAZ,838,374,464,838,ITI,ITI4,12,Lazio
2025-11-17,CAL,30,15,15,30,ITF,ITF6,18,Calabria
2025-10-13,PAB,19,6,13,19,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2025-10-20,BAS,15,9,6,15,ITF,ITF5,17,Basilicata
2025-10-13,EMR,804,404,400,804,ITH,ITH5,8,Emilia-Romagna
2025-12-20,EMR,163,78,85,163,ITH,ITH5,8,Emilia-Romagna
2025-11-03,SAR,251,117,134,251,ITG,ITG2,20,Sardegna
2026-01-14,SAR,26,16,10,26,ITG,ITG2,20,Sardegna
2026-03-06,EMR,15,7,8,15,ITH,ITH5,8,Emilia-Romagna
2026-01-07,TOS,13,6,7,13,ITI,ITI1,9,Toscana
2025-11-26,FVG,522,242,280,522,ITH,ITH4,6,Friuli-Venezia Giulia
2025-12-01,ABR,55,22,33,55,ITF,ITF1,13,Abruzzo
2025-10-15,PAB,580,307,273,580,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2025-11-18,CAL,82,40,42,82,ITF,ITF6,18,Calabria
2026-01-30,ABR,3,1,2,3,ITF,ITF1,13,Abruzzo
2025-10-16,PUG,254,143,111,254,ITF,ITF4,16,Puglia
2025-12-03,SAR,230,123,107,230,ITG,ITG2,20,Sardegna
2025-11-15,LOM,3571,1726,1845,3571,ITC,ITC4,3,Lombardia
2025-10-24,LOM,8955,4343,4612,8955,ITC,ITC4,3,Lombardia
2025-10-16,PAT,162,85,77,162,ITH,ITH2,4,Provincia Autonoma Trento
2025-10-11,TOS,144,70,74,144,ITI,ITI1,9,Toscana
2026-01-20,UMB,6,3,3,6,ITI,ITI2,10,Umbria
2025-11-05,ABR,146,99,47,146,ITF,ITF1,13,Abruzzo
2025-10-16,SIC,14,6,8,14,ITG,ITG1,19,Sicilia
2026-02-14,EMR,8,4,4,8,ITH,ITH5,8,Emilia-Romagna
2026-03-26,LOM,9,4,5,9,ITC,ITC4,3,Lombardia
2025-10-23,LOM,10118,4726,5392,10118,ITC,ITC4,3,Lombardia
2025-12-15,LOM,923,420,503,923,ITC,ITC4,3,Lombardia
