data,area,totale,m,f,d,N1,N2,ISTAT,reg
2026-03-06,TOS,3,1,2,3,ITI,ITI1,9,Toscana
2026-01-22,PAT,12,8,4,12,ITH,ITH2,4,Provincia Autonoma Trento
2026-01-28,SAR,2,2,0,2,ITG,ITG2,20,Sardegna
2026-01-29,VEN,7,5,2,7,ITH,ITH3,5,Veneto
2026-02-02,PIE,23,12,11,23,ITC,ITC1,1,Piemonte
2025-10-23,VEN,1850,895,955,1850,ITH,ITH3,5,Veneto
2025-12-02,CAL,31,22,9,31,ITF,ITF6,18,Calabria
2026-01-29,UMB,8,4,4,8,ITI,ITI2,10,Umbria
2025-11-15,LAZ,617,298,319,617,ITI,ITI4,12,Lazio
2025-10-24,VEN,2050,1015,1035,2050,ITH,ITH3,5,Veneto
2025-12-12,LIG,63,32,31,63,ITC,ITC3,7,Liguria
2025-10-23,EMR,6579,3215,3364,6579,ITH,ITH5,8,Emilia-Romagna
2025-11-13,LAZ,1660,830,830,1660,ITI,ITI4,12,Lazio
2025-10-27,SIC,60,35,25,60,ITG,ITG1,19,Sicilia
2026-01-02,VEN,38,15,23,38,ITH,ITH3,5,Veneto
2025-10-22,TOS,1835,880,955,1835,ITI,ITI1,9,Toscana
2026-01-13,EMR,150,49,101,150,ITH,ITH5,8,Emilia-Romagna
2026-01-17,PIE,9,4,5,9,ITC,ITC1,1,Piemonte
2026-03-13,UMB,6,4,2,6,ITI,ITI2,10,Umbria
2026-01-28,EMR,40,6,34,40,ITH,ITH5,8,Emilia-Romagna
2025-12-30,MAR,42,22,20,42,ITI,ITI3,11,Marche
2026-02-02,LOM,25,13,12,25,ITC,ITC4,3,Lombardia
2026-02-13,PIE,13,5,8,13,ITC,ITC1,1,Piemonte
2025-11-04,UMB,242,130,112,242,ITI,ITI2,10,Umbria
2025-12-01,CAL,18,7,11,18,ITF,ITF6,18,Calabria
2025-10-10,TOS,392,171,221,392,ITI,ITI1,9,Toscana
2025-11-14,PAB,248,107,141,248,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2025-11-14,LIG,129,58,71,129,ITC,ITC3,7,Liguria
2025-11-09,FVG,10,6,4,10,ITH,ITH4,6,Friuli-Venezia Giulia
2025-11-18,LIG,256,118,138,256,ITC,ITC3,7,Liguria
2025-10-31,PIE,1972,929,1043,1972,ITC,ITC1,1,Piemonte
2025-11-17,TOS,915,443,472,915,ITI,ITI1,9,Toscana
2026-02-24,PUG,3,3,0,3,ITF,ITF4,16,Puglia
2026-01-19,PIE,20,9,11,20,ITC,ITC1,1,Piemonte
2025-12-17,CAM,33,19,14,33,ITF,ITF3,15,Campania
2025-11-22,FVG,107,48,59,107,ITH,ITH4,6,Friuli-Venezia Giulia
2025-10-12,VEN,48,25,23,48,ITH,ITH3,5,Veneto
2025-12-13,CAM,26,11,15,26,ITF,ITF3,15,Campania
2025-11-18,SIC,155,72,83,155,ITG,ITG1,19,Sicilia
2025-10-15,ABR,13,8,5,13,ITF,ITF1,13,Abruzzo
2025-10-29,SIC,91,50,41,91,ITG,ITG1,19,Sicilia
2025-12-01,VEN,562,240,322,562,ITH,ITH3,5,Veneto
2026-01-08,LOM,63,34,29,63,ITC,ITC4,3,Lombardia
2025-12-31,PUG,8,4,4,8,ITF,ITF4,16,Puglia
2025-11-01,LOM,968,458,510,968,ITC,ITC4,3,Lombardia
2025-11-30,MAR,30,13,17,30,ITI,ITI3,11,Marche
2025-12-05,TOS,609,284,325,609,ITI,ITI1,9,Toscana
2025-10-31,CAM,115,62,53,115,ITF,ITF3,15,Campania
2025-10-29,EMR,6705,3202,3503,6705,ITH,ITH5,8,Emilia-Romagna
2026-01-08,VEN,144,48,96,144,ITH,ITH3,5,Veneto
2026-02-06,LOM,37,17,20,37,ITC,ITC4,3,Lombardia
2025-12-30,SIC,52,32,20,52,ITG,ITG1,19,Sicilia
2025-12-17,LOM,581,227,354,581,ITC,ITC4,3,Lombardia
2025-11-18,LAZ,1385,698,687,1385,ITI,ITI4,12,Lazio
2025-10-25,LAZ,119,67,52,119,ITI,ITI4,12,Lazio
2025-12-30,LAZ,42,21,21,42,ITI,ITI4,12,Lazio
2026-01-20,PUG,20,15,5,20,ITF,ITF4,16,Puglia
2025-11-07,PAT,251,116,135,251,ITH,ITH2,4,Provincia Autonoma Trento
2026-01-27,LAZ,21,10,11,21,ITI,ITI4,12,Lazio
2025-11-15,VDA,53,24,29,53,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2026-01-21,CAM,11,5,6,11,ITF,ITF3,15,Campania
2025-11-25,CAM,56,31,25,56,ITF,ITF3,15,Campania
2025-10-16,TOS,1372,655,717,1372,ITI,ITI1,9,Toscana
2025-11-13,MAR,589,298,291,589,ITI,ITI3,11,Marche
2025-12-06,ABR,28,13,15,28,ITF,ITF1,13,Abruzzo
2025-10-10,LAZ,59,25,34,59,ITI,ITI4,12,Lazio
2025-11-16,UMB,6,3,3,6,ITI,ITI2,10,Umbria
2025-10-14,PAT,18,14,4,18,ITH,ITH2,4,Provincia Autonoma Trento
2025-10-14,ABR,4,2,2,4,ITF,ITF1,13,Abruzzo
2025-12-02,LOM,1977,898,1079,1977,ITC,ITC4,3,Lombardia
2025-10-14,PUG,243,134,109,243,ITF,ITF4,16,Puglia
2025-12-13,PIE,129,67,62,129,ITC,ITC1,1,Piemonte
2026-01-22,FVG,5,4,1,5,ITH,ITH4,6,Friuli-Venezia Giulia
2026-03-20,VEN,2,1,1,2,ITH,ITH3,5,Veneto
2025-12-29,LIG,7,2,5,7,ITC,ITC3,7,Liguria
2026-01-26,ABR,6,5,1,6,ITF,ITF1,13,Abruzzo
2026-01-29,PIE,9,1,8,9,ITC,ITC1,1,Piemonte
2026-03-12,TOS,1,0,1,1,ITI,ITI1,9,Toscana
2026-01-20,FVG,9,6,3,9,ITH,ITH4,6,Friuli-Venezia Giulia
2026-02-10,CAM,2,2,0,2,ITF,ITF3,15,Campania
2026-03-18,VEN,1,0,1,1,ITH,ITH3,5,Veneto
2025-11-08,VDA,7,2,5,7,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2025-10-26,TOS,11,4,7,11,ITI,ITI1,9,Toscana
2026-01-05,MAR,9,5,4,9,ITI,ITI3,11,Marche
2026-01-12,PAB,4,1,3,4,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2026-01-25,EMR,5,2,3,5,ITH,ITH5,8,Emilia-Romagna
2026-01-22,ABR,2,1,1,2,ITF,ITF1,13,Abruzzo
2026-02-27,PAB,5,2,3,5,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2026-01-23,TOS,17,10,7,17,ITI,ITI1,9,Toscana
2025-12-14,FVG,1,1,0,1,ITH,ITH4,6,Friuli-Venezia Giulia
2025-11-01,VDA,4,4,0,4,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2026-01-07,ABR,4,3,1,4,ITF,ITF1,13,Abruzzo
2025-12-26,MAR,1,1,0,1,ITI,ITI3,11,Marche
2025-12-30,PAB,2,0,2,2,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2025-10-13,CAL,11,5,6,11,ITF,ITF6,18,Calabria
2025-11-09,SIC,2,1,1,2,ITG,ITG1,19,Sicilia
2026-03-09,VEN,1,1,0,1,ITH,ITH3,5,Veneto
2025-10-06,SIC,1,0,1,1,ITG,ITG1,19,Sicilia
2025-12-31,LIG,1,0,1,1,ITC,ITC3,7,Liguria
2025-11-02,UMB,1,0,1,1,ITI,ITI2,10,Umbria
2026-02-03,SAR,2,1,1,2,ITG,ITG2,20,Sardegna
2025-12-07,PUG,1,0,1,1,ITF,ITF4,16,Puglia
2026-01-05,CAM,1,1,0,1,ITF,ITF3,15,Campania
2025-10-22,ABR,100,52,48,100,ITF,ITF1,13,Abruzzo
2025-12-16,LOM,844,372,472,844,ITC,ITC4,3,Lombardia
2026-02-11,EMR,14,6,8,14,ITH,ITH5,8,Emilia-Romagna
2025-11-27,UMB,122,64,58,122,ITI,ITI2,10,Umbria
2025-12-18,VDA,6,3,3,6,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2025-11-29,ABR,28,18,10,28,ITF,ITF1,13,Abruzzo
2026-02-13,PAB,7,4,3,7,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2026-01-28,LOM,73,21,52,73,ITC,ITC4,3,Lombardia
2025-11-24,MAR,173,71,102,173,ITI,ITI3,11,Marche
2025-12-03,LOM,1931,847,1084,1931,ITC,ITC4,3,Lombardia
2025-12-02,FVG,439,188,251,439,ITH,ITH4,6,Friuli-Venezia Giulia
2026-02-14,LOM,12,5,7,12,ITC,ITC4,3,Lombardia
2026-02-03,LAZ,17,9,8,17,ITI,ITI4,12,Lazio
2025-12-06,CAM,6,2,4,6,ITF,ITF3,15,Campania
2025-12-11,PUG,408,179,229,408,ITF,ITF4,16,Puglia
2025-11-07,PUG,574,308,266,574,ITF,ITF4,16,Puglia
2025-10-29,UMB,377,176,201,377,ITI,ITI2,10,Umbria
2026-01-30,CAM,4,1,3,4,ITF,ITF3,15,Campania
2026-01-10,LOM,19,11,8,19,ITC,ITC4,3,Lombardia
2025-10-12,MAR,16,7,9,16,ITI,ITI3,11,Marche
2025-11-21,CAL,24,14,10,24,ITF,ITF6,18,Calabria
2026-01-14,SIC,31,13,18,31,ITG,ITG1,19,Sicilia
2025-10-25,MAR,313,149,164,313,ITI,ITI3,11,Marche
2025-11-06,FVG,818,365,453,818,ITH,ITH4,6,Friuli-Venezia Giulia
2025-10-20,VDA,86,45,41,86,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2025-11-20,CAL,57,33,24,57,ITF,ITF6,18,Calabria
2025-12-09,LAZ,445,201,244,445,ITI,ITI4,12,Lazio
2025-11-13,LIG,319,141,178,319,ITC,ITC3,7,Liguria
2026-01-16,PIE,60,26,34,60,ITC,ITC1,1,Piemonte
2025-10-28,FVG,635,307,328,635,ITH,ITH4,6,Friuli-Venezia Giulia
2025-10-27,PAB,183,87,96,183,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2025-11-13,PAB,447,217,230,447,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2025-11-19,MAR,339,146,193,339,ITI,ITI3,11,Marche
2026-03-17,FVG,3,2,1,3,ITH,ITH4,6,Friuli-Venezia Giulia
2025-10-06,VDA,1,0,1,1,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2025-12-15,EMR,773,334,439,773,ITH,ITH5,8,Emilia-Romagna
2025-12-13,PUG,52,31,21,52,ITF,ITF4,16,Puglia
2026-01-14,VEN,118,47,71,118,ITH,ITH3,5,Veneto
2025-12-03,VEN,890,387,503,890,ITH,ITH3,5,Veneto
2025-10-29,PAB,770,388,382,770,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2025-10-02,LOM,32,15,17,32,ITC,ITC4,3,Lombardia
2025-12-09,FVG,105,51,54,105,ITH,ITH4,6,Friuli-Venezia Giulia
2025-12-19,PIE,259,106,153,259,ITC,ITC1,1,Piemonte
2025-12-30,CAM,15,8,7,15,ITF,ITF3,15,Campania
2025-10-26,VEN,121,68,53,121,ITH,ITH3,5,Veneto
2025-11-03,PAT,284,157,127,284,ITH,ITH2,4,Provincia Autonoma Trento
2025-10-27,UMB,221,115,106,221,ITI,ITI2,10,Umbria
2025-11-04,CAM,80,48,32,80,ITF,ITF3,15,Campania
2026-01-23,LAZ,24,11,13,24,ITI,ITI4,12,Lazio
2025-11-17,PUG,426,209,217,426,ITF,ITF4,16,Puglia
2025-10-27,FVG,620,285,335,620,ITH,ITH4,6,Friuli-Venezia Giulia
2025-11-18,MAR,479,231,248,479,ITI,ITI3,11,Marche
2025-11-03,PUG,297,157,140,297,ITF,ITF4,16,Puglia
2025-12-17,FVG,83,45,38,83,ITH,ITH4,6,Friuli-Venezia Giulia
2025-11-05,MAR,542,226,316,542,ITI,ITI3,11,Marche
2026-01-17,LOM,29,13,16,29,ITC,ITC4,3,Lombardia
2025-11-29,VDA,3,1,2,3,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2025-11-27,SIC,153,89,64,153,ITG,ITG1,19,Sicilia
2025-10-18,LAZ,34,18,16,34,ITI,ITI4,12,Lazio
2025-10-19,MAR,40,24,16,40,ITI,ITI3,11,Marche
2025-10-24,CAL,35,15,20,35,ITF,ITF6,18,Calabria
2025-10-17,EMR,2814,1373,1441,2814,ITH,ITH5,8,Emilia-Romagna
2025-12-10,LOM,1291,597,694,1291,ITC,ITC4,3,Lombardia
2025-11-02,LOM,382,178,204,382,ITC,ITC4,3,Lombardia
2025-11-13,UMB,331,148,183,331,ITI,ITI2,10,Umbria
2026-01-09,LOM,107,44,63,107,ITC,ITC4,3,Lombardia
2025-11-19,ABR,102,52,50,102,ITF,ITF1,13,Abruzzo
2025-10-08,VEN,105,53,52,105,ITH,ITH3,5,Veneto
2025-11-19,CAL,97,67,30,97,ITF,ITF6,18,Calabria
2025-10-10,MAR,79,43,36,79,ITI,ITI3,11,Marche
2025-12-02,SIC,123,71,52,123,ITG,ITG1,19,Sicilia
2025-11-24,VDA,13,4,9,13,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2026-01-08,CAM,1,0,1,1,ITF,ITF3,15,Campania
2025-10-27,LIG,462,256,206,462,ITC,ITC3,7,Liguria
2025-11-03,VEN,1468,670,798,1468,ITH,ITH3,5,Veneto
2025-10-08,LOM,682,302,380,682,ITC,ITC4,3,Lombardia
2025-10-31,MAR,630,321,309,630,ITI,ITI3,11,Marche
2025-11-19,LIG,283,153,130,283,ITC,ITC3,7,Liguria
2025-11-27,SAR,364,200,164,364,ITG,ITG2,20,Sardegna
2025-12-19,ABR,18,6,12,18,ITF,ITF1,13,Abruzzo
2025-12-30,LIG,10,4,6,10,ITC,ITC3,7,Liguria
2025-11-17,SIC,127,74,53,127,ITG,ITG1,19,Sicilia
2026-02-05,EMR,4,1,3,4,ITH,ITH5,8,Emilia-Romagna
2025-11-01,PIE,67,26,41,67,ITC,ITC1,1,Piemonte
2025-11-29,PIE,526,272,254,526,ITC,ITC1,1,Piemonte
2026-01-29,LAZ,16,2,14,16,ITI,ITI4,12,Lazio
2026-01-19,CAM,9,3,6,9,ITF,ITF3,15,Campania
2025-10-30,VDA,140,53,87,140,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2026-03-04,SAR,3,2,1,3,ITG,ITG2,20,Sardegna
2026-02-02,VEN,9,4,5,9,ITH,ITH3,5,Veneto
2025-11-22,VDA,5,1,4,5,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2026-01-01,PIE,3,0,3,3,ITC,ITC1,1,Piemonte
2026-02-12,VDA,2,1,1,2,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2026-02-02,FVG,1,1,0,1,ITH,ITH4,6,Friuli-Venezia Giulia
2026-02-27,VEN,1,1,0,1,ITH,ITH3,5,Veneto
2026-01-27,TOS,9,5,4,9,ITI,ITI1,9,Toscana
2025-12-26,TOS,1,0,1,1,ITI,ITI1,9,Toscana
2026-01-27,PIE,22,8,14,22,ITC,ITC1,1,Piemonte
2025-11-15,PAT,6,4,2,6,ITH,ITH2,4,Provincia Autonoma Trento
2026-03-25,TOS,1,1,0,1,ITI,ITI1,9,Toscana
2026-02-10,EMR,12,3,9,12,ITH,ITH5,8,Emilia-Romagna
2025-10-03,LAZ,4,4,0,4,ITI,ITI4,12,Lazio
2026-01-03,FVG,1,0,1,1,ITH,ITH4,6,Friuli-Venezia Giulia
2026-04-14,TOS,1,1,0,1,ITI,ITI1,9,Toscana
2026-01-13,CAM,3,3,0,3,ITF,ITF3,15,Campania
2025-12-07,TOS,4,1,3,4,ITI,ITI1,9,Toscana
2026-01-26,PUG,7,6,1,7,ITF,ITF4,16,Puglia
2026-01-15,MAR,7,2,5,7,ITI,ITI3,11,Marche
2025-11-03,BAS,4,1,3,4,ITF,ITF5,17,Basilicata
2025-10-13,ABR,3,2,1,3,ITF,ITF1,13,Abruzzo
2026-03-19,VEN,4,1,3,4,ITH,ITH3,5,Veneto
2026-03-24,LOM,2,2,0,2,ITC,ITC4,3,Lombardia
2026-02-04,TOS,1,0,1,1,ITI,ITI1,9,Toscana
2025-11-23,VDA,1,0,1,1,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2025-12-20,SAR,2,2,0,2,ITG,ITG2,20,Sardegna
2026-04-01,LOM,5,0,5,5,ITC,ITC4,3,Lombardia
2026-02-17,LIG,3,1,2,3,ITC,ITC3,7,Liguria
2025-12-26,ABR,1,0,1,1,ITF,ITF1,13,Abruzzo
2026-02-18,TOS,1,1,0,1,ITI,ITI1,9,Toscana
2026-01-20,MAR,4,1,3,4,ITI,ITI3,11,Marche
2026-01-14,PAB,2,1,1,2,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2025-12-31,MAR,2,1,1,2,ITI,ITI3,11,Marche
2026-02-23,CAM,2,2,0,2,ITF,ITF3,15,Campania
2026-03-05,PUG,1,0,1,1,ITF,ITF4,16,Puglia
2025-11-28,TOS,1023,487,536,1023,ITI,ITI1,9,Toscana
2025-11-06,PIE,2219,1058,1161,2219,ITC,ITC1,1,Piemonte
2025-11-25,LOM,3451,1478,1973,3451,ITC,ITC4,3,Lombardia
2025-10-20,PIE,1029,525,504,1029,ITC,ITC1,1,Piemonte
2025-10-30,PUG,478,233,245,478,ITF,ITF4,16,Puglia
2025-10-31,VEN,1863,932,931,1863,ITH,ITH3,5,Veneto
2025-12-19,FVG,223,108,115,223,ITH,ITH4,6,Friuli-Venezia Giulia
2025-11-15,CAM,26,11,15,26,ITF,ITF3,15,Campania
2026-01-15,PAT,32,10,22,32,ITH,ITH2,4,Provincia Autonoma Trento
2025-11-12,LIG,336,171,165,336,ITC,ITC3,7,Liguria
2026-01-12,EMR,80,30,50,80,ITH,ITH5,8,Emilia-Romagna
2025-11-18,VDA,62,35,27,62,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2025-11-02,LAZ,96,49,47,96,ITI,ITI4,12,Lazio
2026-02-02,EMR,23,15,8,23,ITH,ITH5,8,Emilia-Romagna
2026-01-29,EMR,65,30,35,65,ITH,ITH5,8,Emilia-Romagna
2025-10-18,PAT,52,24,28,52,ITH,ITH2,4,Provincia Autonoma Trento
2025-12-28,TOS,2,1,1,2,ITI,ITI1,9,Toscana
2025-11-06,CAM,108,59,49,108,ITF,ITF3,15,Campania
2026-01-15,PUG,23,7,16,23,ITF,ITF4,16,Puglia
2025-12-20,LOM,179,83,96,179,ITC,ITC4,3,Lombardia
2025-12-13,EMR,236,117,119,236,ITH,ITH5,8,Emilia-Romagna
2026-03-11,PUG,1,1,0,1,ITF,ITF4,16,Puglia
2026-02-13,LOM,69,17,52,69,ITC,ITC4,3,Lombardia
2025-10-18,PUG,26,12,14,26,ITF,ITF4,16,Puglia
2026-01-19,VEN,18,4,14,18,ITH,ITH3,5,Veneto
2025-11-04,VEN,2003,906,1097,2003,ITH,ITH3,5,Veneto
2025-10-15,PIE,644,319,325,644,ITC,ITC1,1,Piemonte
2025-12-24,SIC,9,6,3,9,ITG,ITG1,19,Sicilia
2025-11-28,PUG,484,239,245,484,ITF,ITF4,16,Puglia
2025-10-31,PAB,302,133,169,302,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2025-10-30,CAL,111,64,47,111,ITF,ITF6,18,Calabria
2025-11-20,PAB,286,139,147,286,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2025-10-30,PAT,422,211,211,422,ITH,ITH2,4,Provincia Autonoma Trento
2025-12-31,FVG,9,3,6,9,ITH,ITH4,6,Friuli-Venezia Giulia
2025-10-30,ABR,133,69,64,133,ITF,ITF1,13,Abruzzo
2026-03-31,PIE,9,1,8,9,ITC,ITC1,1,Piemonte
2025-12-17,ABR,13,6,7,13,ITF,ITF1,13,Abruzzo
2025-10-09,SIC,9,4,5,9,ITG,ITG1,19,Sicilia
2026-01-20,LOM,96,37,59,96,ITC,ITC4,3,Lombardia
2025-12-02,EMR,1553,732,821,1553,ITH,ITH5,8,Emilia-Romagna
2025-12-29,MAR,19,11,8,19,ITI,ITI3,11,Marche
2025-10-26,FVG,17,9,8,17,ITH,ITH4,6,Friuli-Venezia Giulia
2026-03-25,PIE,3,2,1,3,ITC,ITC1,1,Piemonte
2025-11-02,MAR,4,0,4,4,ITI,ITI3,11,Marche
2025-11-04,EMR,5840,2786,3054,5840,ITH,ITH5,8,Emilia-Romagna
2025-12-24,LAZ,29,14,15,29,ITI,ITI4,12,Lazio
2025-12-05,FVG,322,142,180,322,ITH,ITH4,6,Friuli-Venezia Giulia
2025-11-20,UMB,160,76,84,160,ITI,ITI2,10,Umbria
2025-11-11,UMB,229,117,112,229,ITI,ITI2,10,Umbria
2025-12-06,PAB,8,2,6,8,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2026-01-29,SIC,6,2,4,6,ITG,ITG1,19,Sicilia
2025-11-14,LAZ,1273,629,644,1273,ITI,ITI4,12,Lazio
2025-11-05,VDA,181,87,94,181,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2025-10-20,CAM,22,11,11,22,ITF,ITF3,15,Campania
2025-11-08,PIE,853,421,432,853,ITC,ITC1,1,Piemonte
2025-12-30,TOS,48,23,25,48,ITI,ITI1,9,Toscana
2025-11-25,PIE,1039,496,543,1039,ITC,ITC1,1,Piemonte
2025-12-29,LAZ,57,25,32,57,ITI,ITI4,12,Lazio
2026-02-17,SAR,6,2,4,6,ITG,ITG2,20,Sardegna
2025-10-10,FVG,7,5,2,7,ITH,ITH4,6,Friuli-Venezia Giulia
2025-12-18,SIC,91,51,40,91,ITG,ITG1,19,Sicilia
2025-12-04,PIE,829,395,434,829,ITC,ITC1,1,Piemonte
2026-01-19,EMR,61,27,34,61,ITH,ITH5,8,Emilia-Romagna
2025-11-23,LOM,290,132,158,290,ITC,ITC4,3,Lombardia
2025-11-14,SIC,121,61,60,121,ITG,ITG1,19,Sicilia
2025-10-31,UMB,129,47,82,129,ITI,ITI2,10,Umbria
2026-01-21,LOM,54,19,35,54,ITC,ITC4,3,Lombardia
2026-02-26,EMR,4,1,3,4,ITH,ITH5,8,Emilia-Romagna
2025-10-18,TOS,376,162,214,376,ITI,ITI1,9,Toscana
2025-11-14,MAR,493,234,259,493,ITI,ITI3,11,Marche
2025-11-17,VDA,95,43,52,95,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2025-12-04,UMB,99,56,43,99,ITI,ITI2,10,Umbria
2025-12-05,LOM,1500,661,839,1500,ITC,ITC4,3,Lombardia
2026-01-19,SAR,23,13,10,23,ITG,ITG2,20,Sardegna
2025-11-16,LAZ,21,7,14,21,ITI,ITI4,12,Lazio
2025-12-23,PAT,10,2,8,10,ITH,ITH2,4,Provincia Autonoma Trento
2026-01-26,SAR,71,33,38,71,ITG,ITG2,20,Sardegna
2026-01-16,TOS,39,24,15,39,ITI,ITI1,9,Toscana
2025-10-11,MAR,74,40,34,74,ITI,ITI3,11,Marche
2026-01-26,VEN,23,4,19,23,ITH,ITH3,5,Veneto
2025-12-13,LOM,503,228,275,503,ITC,ITC4,3,Lombardia
2025-12-03,FVG,284,133,151,284,ITH,ITH4,6,Friuli-Venezia Giulia
2025-10-16,MAR,515,267,248,515,ITI,ITI3,11,Marche
2025-11-24,PAT,85,47,38,85,ITH,ITH2,4,Provincia Autonoma Trento
2025-11-09,ABR,31,15,16,31,ITF,ITF1,13,Abruzzo
2025-11-04,SAR,310,168,142,310,ITG,ITG2,20,Sardegna
2025-12-19,PUG,125,67,58,125,ITF,ITF4,16,Puglia
2025-11-12,ABR,155,81,74,155,ITF,ITF1,13,Abruzzo
2025-11-08,ABR,9,5,4,9,ITF,ITF1,13,Abruzzo
2025-12-19,CAM,23,13,10,23,ITF,ITF3,15,Campania
2025-11-29,LOM,1280,618,662,1280,ITC,ITC4,3,Lombardia
2025-11-08,LOM,4487,2204,2283,4487,ITC,ITC4,3,Lombardia
2026-01-02,LIG,6,3,3,6,ITC,ITC3,7,Liguria
2025-10-22,PAB,634,321,313,634,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2025-11-21,ABR,147,81,66,147,ITF,ITF1,13,Abruzzo
2025-10-29,LAZ,730,363,367,730,ITI,ITI4,12,Lazio
2026-02-18,LOM,34,12,22,34,ITC,ITC4,3,Lombardia
2025-10-09,LOM,1240,491,749,1240,ITC,ITC4,3,Lombardia
2025-12-05,VDA,10,4,6,10,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2025-10-22,LIG,33,15,18,33,ITC,ITC3,7,Liguria
2025-11-20,ABR,109,54,55,109,ITF,ITF1,13,Abruzzo
2025-10-20,EMR,2690,1294,1396,2690,ITH,ITH5,8,Emilia-Romagna
2025-11-28,MAR,226,96,130,226,ITI,ITI3,11,Marche
2025-10-31,PAT,348,177,171,348,ITH,ITH2,4,Provincia Autonoma Trento
2026-02-11,PIE,4,2,2,4,ITC,ITC1,1,Piemonte
2025-11-23,EMR,145,73,72,145,ITH,ITH5,8,Emilia-Romagna
2026-03-30,PIE,16,4,12,16,ITC,ITC1,1,Piemonte
2025-10-31,PUG,294,156,138,294,ITF,ITF4,16,Puglia
2026-02-26,LOM,56,21,35,56,ITC,ITC4,3,Lombardia
2025-12-27,EMR,22,8,14,22,ITH,ITH5,8,Emilia-Romagna
2025-12-15,LIG,59,25,34,59,ITC,ITC3,7,Liguria
2026-01-17,TOS,5,1,4,5,ITI,ITI1,9,Toscana
2025-11-11,PAB,608,285,323,608,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2025-12-04,EMR,1670,783,887,1670,ITH,ITH5,8,Emilia-Romagna
2025-11-11,LIG,313,157,156,313,ITC,ITC3,7,Liguria
2025-11-16,TOS,36,17,19,36,ITI,ITI1,9,Toscana
2025-11-06,TOS,1974,900,1074,1974,ITI,ITI1,9,Toscana
2025-10-22,CAM,64,36,28,64,ITF,ITF3,15,Campania
2026-01-20,LAZ,42,23,19,42,ITI,ITI4,12,Lazio
2026-02-10,PUG,4,1,3,4,ITF,ITF4,16,Puglia
2025-11-15,ABR,44,23,21,44,ITF,ITF1,13,Abruzzo
2025-11-29,CAM,34,13,21,34,ITF,ITF3,15,Campania
2025-12-10,LIG,179,80,99,179,ITC,ITC3,7,Liguria
2025-12-03,MAR,116,57,59,116,ITI,ITI3,11,Marche
2025-11-09,VEN,16,10,6,16,ITH,ITH3,5,Veneto
2025-11-22,SAR,228,112,116,228,ITG,ITG2,20,Sardegna
2025-12-03,VDA,57,27,30,57,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2026-01-08,LIG,6,3,3,6,ITC,ITC3,7,Liguria
2025-10-30,EMR,6682,3202,3480,6682,ITH,ITH5,8,Emilia-Romagna
2025-11-20,EMR,4350,2083,2267,4350,ITH,ITH5,8,Emilia-Romagna
2025-12-17,TOS,260,121,139,260,ITI,ITI1,9,Toscana
2025-11-10,PAT,318,164,154,318,ITH,ITH2,4,Provincia Autonoma Trento
2025-11-13,TOS,1679,796,883,1679,ITI,ITI1,9,Toscana
2025-11-12,VDA,168,83,85,168,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2025-12-18,LOM,850,396,454,850,ITC,ITC4,3,Lombardia
2025-12-01,LIG,166,73,93,166,ITC,ITC3,7,Liguria
2025-11-10,SIC,145,71,74,145,ITG,ITG1,19,Sicilia
2025-10-28,PAB,542,281,261,542,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2025-10-24,ABR,111,64,47,111,ITF,ITF1,13,Abruzzo
2025-12-14,LOM,87,42,45,87,ITC,ITC4,3,Lombardia
